instant,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,month
7946,2011-12-02,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411.0,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940.0,2011-12
7947,2011-12-02,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372.0,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940.0,2011-12
7948,2011-12-02,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265.0,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940.0,2011-12
7949,2011-12-02,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,190.0,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940.0,2011-12
7950,2011-12-02,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,9,102,111.0,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940.0,2011-12
7951,2011-12-02,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,7,95,102.0,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940.0,2011-12
7952,2011-12-02,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95.0,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940.0,2011-12
7953,2011-12-03,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7954,2011-12-03,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,9,62,71.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7955,2011-12-03,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,50.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7956,2011-12-03,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,9.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7957,2011-12-03,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7958,2011-12-03,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,6.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7959,2011-12-03,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7960,2011-12-03,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7961,2011-12-03,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,63.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7962,2011-12-03,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,124.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7963,2011-12-03,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7964,2011-12-03,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7965,2011-12-03,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,358.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7966,2011-12-03,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7967,2011-12-03,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0.0,92,251,343.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7968,2011-12-03,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0.0,100,237,337.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7969,2011-12-03,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0.0,75,230,305.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7970,2011-12-03,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,46,186,232.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7971,2011-12-03,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,224.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7972,2011-12-03,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7973,2011-12-03,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7974,2011-12-03,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,109.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7975,2011-12-03,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7976,2011-12-03,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85.0,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614.0,2011-12
7977,2011-12-04,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7978,2011-12-04,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7979,2011-12-04,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0.0,11,51,62.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7980,2011-12-04,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,41.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7981,2011-12-04,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0.0,2,9,11.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7982,2011-12-04,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0.0,2,2,4.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7983,2011-12-04,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,4.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7984,2011-12-04,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0.0,3,23,26.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7985,2011-12-04,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0.0,7,48,55.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7986,2011-12-04,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,126.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7987,2011-12-04,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7988,2011-12-04,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7989,2011-12-04,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7990,2011-12-04,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7991,2011-12-04,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7992,2011-12-04,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,69,227,296.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7993,2011-12-04,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7994,2011-12-04,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7995,2011-12-04,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,171.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7996,2011-12-04,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0.0,15,158,173.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7997,2011-12-04,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7998,2011-12-04,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
7999,2011-12-04,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
8000,2011-12-04,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45.0,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485.0,2011-12
8001,2011-12-05,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8002,2011-12-05,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0.0,2,10,12.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8003,2011-12-05,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,8.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8004,2011-12-05,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0.0,0,2,2.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8005,2011-12-05,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8006,2011-12-05,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8007,2011-12-05,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8008,2011-12-05,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8009,2011-12-05,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0.0,12,392,404.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8010,2011-12-05,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8011,2011-12-05,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8013,2011-12-05,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8014,2011-12-05,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8015,2011-12-05,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,133.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8016,2011-12-05,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8017,2011-12-05,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8018,2011-12-05,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,446.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8019,2011-12-05,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0.0,13,386,399.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8020,2011-12-05,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0.0,13,295,308.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8021,2011-12-05,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8022,2011-12-05,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,176.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8023,2011-12-05,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62.0,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811.0,2011-12
8025,2011-12-06,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3,25,28.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8026,2011-12-06,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2,14,16.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8027,2011-12-06,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8028,2011-12-06,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8029,2011-12-06,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,7.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8030,2011-12-06,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0,20,20.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8031,2011-12-06,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5,81,86.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8032,2011-12-06,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,7,227,234.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8033,2011-12-06,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,13,401,414.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8034,2011-12-06,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,204.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8035,2011-12-06,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,50.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8036,2011-12-06,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4,28,32.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8037,2011-12-06,4,0,12,12,0,2,1,3,0.46,0.4545,1.0,0.2239,5,50,55.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8038,2011-12-06,4,0,12,13,0,2,1,3,0.46,0.4545,1.0,0.194,6,65,71.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8039,2011-12-06,4,0,12,14,0,2,1,3,0.48,0.4697,1.0,0.2239,6,69,75.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8040,2011-12-06,4,0,12,15,0,2,1,3,0.5,0.4848,1.0,0.194,2,43,45.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8041,2011-12-06,4,0,12,16,0,2,1,3,0.46,0.4545,1.0,0.2537,4,84,88.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8042,2011-12-06,4,0,12,17,0,2,1,2,0.46,0.4545,1.0,0.2239,13,249,262.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8043,2011-12-06,4,0,12,18,0,2,1,2,0.46,0.4545,1.0,0.2836,17,287,304.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8044,2011-12-06,4,0,12,19,0,2,1,3,0.46,0.4545,1.0,0.2985,10,223,233.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8045,2011-12-06,4,0,12,20,0,2,1,3,0.46,0.4545,1.0,0.2985,3,107,110.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8046,2011-12-06,4,0,12,21,0,2,1,2,0.44,0.4394,1.0,0.194,6,108,114.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8047,2011-12-06,4,0,12,22,0,2,1,3,0.46,0.4545,1.0,0.1642,5,82,87.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8048,2011-12-06,4,0,12,23,0,2,1,3,0.46,0.4545,1.0,0.1642,5,48,53.0,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594.0,2011-12
8049,2011-12-07,4,0,12,0,0,3,1,1,0.44,0.4394,1.0,0.194,3,30,33.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8050,2011-12-07,4,0,12,1,0,3,1,2,0.46,0.4545,1.0,0.2537,4,9,13.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8051,2011-12-07,4,0,12,2,0,3,1,3,0.46,0.4545,1.0,0.2239,2,4,6.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8052,2011-12-07,4,0,12,3,0,3,1,3,0.46,0.4545,1.0,0.2239,0,3,3.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8053,2011-12-07,4,0,12,4,0,3,1,3,0.46,0.4545,1.0,0.1642,0,1,1.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8054,2011-12-07,4,0,12,5,0,3,1,3,0.46,0.4545,1.0,0.1642,0,3,3.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8055,2011-12-07,4,0,12,6,0,3,1,3,0.48,0.4697,1.0,0.4179,0,18,18.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8056,2011-12-07,4,0,12,7,0,3,1,3,0.44,0.4394,1.0,0.1045,3,43,46.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8057,2011-12-07,4,0,12,8,0,3,1,3,0.44,0.4394,1.0,0.0,6,80,86.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8058,2011-12-07,4,0,12,9,0,3,1,3,0.44,0.4394,1.0,0.2537,0,64,64.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8059,2011-12-07,4,0,12,10,0,3,1,3,0.44,0.4394,1.0,0.0896,1,32,33.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8060,2011-12-07,4,0,12,11,0,3,1,3,0.44,0.4394,1.0,0.0896,3,47,50.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8061,2011-12-07,4,0,12,12,0,3,1,3,0.44,0.4394,1.0,0.1343,4,29,33.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8062,2011-12-07,4,0,12,13,0,3,1,3,0.44,0.4394,1.0,0.194,5,28,33.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8063,2011-12-07,4,0,12,14,0,3,1,3,0.44,0.4394,1.0,0.194,1,24,25.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8064,2011-12-07,4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,5,25,30.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8065,2011-12-07,4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,3,28,31.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8066,2011-12-07,4,0,12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4,48,52.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8067,2011-12-07,4,0,12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,3,48,51.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8068,2011-12-07,4,0,12,19,0,3,1,3,0.34,0.2879,0.87,0.4775,2,31,33.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8069,2011-12-07,4,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.4775,1,25,26.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8070,2011-12-07,4,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.4775,0,6,6.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8071,2011-12-07,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0,13,13.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8072,2011-12-07,4,0,12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,0,16,16.0,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705.0,2011-12
8073,2011-12-08,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,21.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8074,2011-12-08,4,0,12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,1,6,7.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8075,2011-12-08,4,0,12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0,4,4.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8076,2011-12-08,4,0,12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,0,1,1.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8077,2011-12-08,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,0,2,2.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8078,2011-12-08,4,0,12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0,12,12.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8079,2011-12-08,4,0,12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,0,71,71.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8080,2011-12-08,4,0,12,7,0,4,1,1,0.22,0.2121,0.6,0.2239,11,233,244.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8081,2011-12-08,4,0,12,8,0,4,1,1,0.22,0.2121,0.55,0.2836,11,418,429.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
8082,2011-12-08,4,0,12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7,218,225.0,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322.0,2011-12
